random_text,degree,data_points,coeffs,nth_root,text_decimal,text_hexa,coeffs_min_text,constant_nth_root,bisection_initial,secant_initial,newton_initial,x_coords,y_coords
1xec9e6ZJ0,7,"[(0.24214725730172437, 0.4324184445831504), (0.4724019697357196, 0.3830080740654389), (0.1771234795092279, 0.025184354321095115), (0.7284803817557817, 0.35724088516443386), (0.842842820118011, 0.005714431466996794), (0.5309596321434132, 0.15447378926881605), (0.943647942151767, 0.8935049381184559), (0.8297128598068775, 0.0987240643712648)]","[6179.544597088261, -22217.150126872002, 32655.725803572626, -25362.002539232955, 11245.050698898376, -2866.2036836760653, 394.2959129743838, -22.458524483560552]",3.5,233616872695585153108528,0x317865633965365a4a30,"[6179.544597088261, -22217.150126872002, 32655.725803572626, -25362.002539232955, 11245.050698898376, -2866.2036836760653, 394.2959129743838, -2.3361687269558515e+23]",-2.4328140762344783,"[2, -2]","[-3, -2]",-2,"(0.24214725730172437, 0.4324184445831504)","(0.4724019697357196, 0.3830080740654389)"
UtSQPybBlE,13,"[(0.18901878564448404, 0.9228415835609386), (0.8272268586200099, 0.097532899891279), (0.8876041879042779, 0.4850308492479297), (0.4540844538527743, 0.5939820927664148), (0.9035518414828354, 0.5162259202539845), (0.4443526345558574, 0.968795226999558), (0.2318972063607413, 0.5044211393174259), (0.5441692509878889, 0.6471882768218955), (0.652623091397322, 0.07036321111043475), (0.1590539622354985, 0.4646976274185506), (0.6617398367942695, 0.42658112769062384), (0.03668490233622124, 0.2288048965152657), (0.21323703395773486, 0.4181984256989323), (0.27223561572693067, 0.5548208810072929)]","[-1470975594.0386086, 9088193528.01263, -25165529236.03599, 41261557038.86694, -44583378168.64959, 33429782563.204224, -17837895553.193954, 6831142695.332761, -1868225837.5874386, 357965493.3519821, -46244841.069831066, 3751282.2375129857, -165737.8133445982, 2775.6439353139754]",4.333333333333333,403546977024730682518597,0x55745351507962426c45,"[-1470975594.0386086, 9088193528.01263, -25165529236.03599, 41261557038.86694, -44583378168.64959, 33429782563.204224, -17837895553.193954, 6831142695.332761, -1868225837.5874386, 357965493.3519821, -46244841.069831066, 3751282.2375129857, -165737.8133445982, -4.035469770247307e+23]",6.231927676947357,"[-6, 6]","[6, 7]",6,"(0.18901878564448404, 0.9228415835609386)","(0.8272268586200099, 0.097532899891279)"
b17I78shJ9,1,"[(0.8425016352914656, 0.21770520524806958), (0.1398235645606064, 0.9182382614693937)]","[-0.9969473723474762, 1.057634996750348]",0.5,463699789556897978796601,0x62313749373873684a39,"[-0.9969473723474762, -4.63699789556898e+23]",1.1185917863511086,"[-1, 1]","[1, 2]",1,"(0.8425016352914656, 0.21770520524806958)","(0.1398235645606064, 0.9182382614693937)"
0gFkbtzhkl,5,"[(0.45512193068421325, 0.8702644481919706), (0.23137924575399071, 0.6813917798868511), (0.21847024689402728, 0.41209310787709885), (0.056896901147000634, 0.5409765821946649), (0.48283854715001273, 0.5162243308194842), (0.9023285010793737, 0.1398763607135134)]","[-1766.1342314173132, 4052.2806599477312, -3329.677105498559, 1178.0086065865607, -165.5297693997436, 6.717469269275842]",2.5,228578680074992626461548,0x3067466b62747a686b6c,"[-1766.1342314173132, 4052.2806599477312, -3329.677105498559, 1178.0086065865607, -165.5297693997436, -2.2857868007499262e+23]",2.1423098041882174,"[-2, 2]","[2, 3]",2,"(0.45512193068421325, 0.8702644481919706)","(0.23137924575399071, 0.6813917798868511)"
vRwXHeVtqo,5,"[(0.017059933912715985, 0.5767759402723096), (0.9558349011050377, 0.0553956309867758), (0.44256618733643505, 0.8162679188294799), (0.9680907820554123, 0.9885547600920588), (0.7972761411261433, 0.9334689158443513), (0.578557804583402, 0.9617028505751345)]","[2590.216509964832, -7246.953894282053, 7422.1113511109525, -3314.416394112389, 562.0473540346677, -8.08332432644746]",2.5,558760477695750861779311,0x7652775848655674716f,"[2590.216509964832, -7246.953894282053, 7422.1113511109525, -3314.416394112389, 562.0473540346677, -5.587604776957509e+23]",-2.3069384191313085,"[2, -2]","[-3, -2]",-2,"(0.017059933912715985, 0.5767759402723096)","(0.9558349011050377, 0.0553956309867758)"
1nFj3Zs4mL,7,"[(0.8134604852831671, 0.6840541807792205), (0.8944970424943028, 0.013332299187870933), (0.543729063011518, 0.604232560542959), (0.09224081741362489, 0.28596178985946097), (0.12040891545447208, 0.8540351475118688), (0.4626580625694331, 0.6879393272121112), (0.776350258547614, 0.3754241475245753), (0.40919976105788614, 0.41951005481253645)]","[1161.5557852383936, -7285.902713957243, 15270.473221816617, -15139.2583032853, 7824.2839469334085, -2095.891172210522, 263.5277355423147, -11.331664405687386]",3.5,233430173433114425322828,0x316e466a335a73346d4c,"[1161.5557852383936, -7285.902713957243, 15270.473221816617, -15139.2583032853, 7824.2839469334085, -2095.891172210522, 263.5277355423147, -2.3343017343311444e+23]",-2.000906396654102,"[2, -2]","[-3, -2]",-2,"(0.8134604852831671, 0.6840541807792205)","(0.8944970424943028, 0.013332299187870933)"
H2IQvwHgK2,1,"[(0.2818975972020046, 0.5593745354752323), (0.6495319198584933, 0.12435765789285269)]","[-1.183286898891788, 0.8929402690734386]",0.5,340938007104392503184178,0x48324951767748674b32,"[-1.183286898891788, -3.409380071043925e+23]",0.7973423241329449,"[-1, 1]","[0, 1]",1,"(0.2818975972020046, 0.5593745354752323)","(0.6495319198584933, 0.12435765789285269)"
2j4VOlF8Y0,9,"[(0.9166575062065153, 0.6883169859385979), (0.5918073077586835, 0.41373844460033027), (0.7921044904737665, 0.8240413721407652), (0.41742955917679037, 0.7142321616649587), (0.3590887161778761, 0.02027043020158037), (0.9992250393700652, 0.6921631399502524), (0.6419556091487733, 0.6103744121845139), (0.9175699349830375, 0.5302213303800887), (0.011807903500026806, 0.609991880402134), (0.382872365990369, 0.6099618270701445)]","[1294481.1062479522, -6553489.802618336, 14223207.472619265, -17272168.7465224, 12831030.048722804, -5972623.716576039, 1704813.6166888957, -275086.87016190693, 20038.54227281997, -200.34224657245878]",4.5,238077450304359895685424,0x326a34564f6c46385930,"[1294481.1062479522, -6553489.802618336, 14223207.472619265, -17272168.7465224, 12831030.048722804, -5972623.716576039, 1704813.6166888957, -275086.87016190693, 20038.54227281997, -2.380774503043599e+23]",-3.2471698715199686,"[3, -3]","[-4, -3]",-3,"(0.9166575062065153, 0.6883169859385979)","(0.5918073077586835, 0.41373844460033027)"
3sR62a0fBI,9,"[(0.9328123917564468, 0.7916045152861393), (0.09336542698627026, 0.5319835760676517), (0.9729218591342419, 0.27510730161434593), (0.01226853710002307, 0.18986818634921254), (0.1339996809072157, 0.06713170939807356), (0.715093643891252, 0.534158452781766), (0.7238735649865353, 0.8466090232114352), (0.4315545534229739, 0.5868527715432212), (0.29764878559985897, 0.12135143957814543), (0.6254833025067129, 0.14279001063458652)]","[169697.99404401696, -716783.2955154066, 1259798.0999034843, -1195920.1592093557, 666341.8700959265, -221839.4821272129, 42983.12108933607, -4470.772850541376, 204.45832512936784, -1.7201379984121863]",4.5,242967990172581362025033,0x33735236326130664249,"[169697.99404401696, -716783.2955154066, 1259798.0999034843, -1195920.1592093557, 666341.8700959265, -221839.4821272129, 42983.12108933607, -4470.772850541376, 204.45832512936784, -2.4296799017258136e+23]",-1.1280994765398236,"[1, -1]","[-2, -1]",-1,"(0.9328123917564468, 0.7916045152861393)","(0.09336542698627026, 0.5319835760676517)"
b0UjbztrRA,1,"[(0.21284860249647675, 0.9847167113631868), (0.9938637113805123, 0.07545186123237713)]","[-1.1642090399890286, 1.2325169785386163]",0.5,463683513876882123805249,0x6230556a627a74725241,"[-1.1642090399890286, -4.636835138768821e+23]",1.51909810238596,"[-2, 2]","[1, 2]",2,"(0.21284860249647675, 0.9847167113631868)","(0.9938637113805123, 0.07545186123237713)"
NZ78ryzvS2,5,"[(0.2646511707841115, 0.8927580024858076), (0.8125625167626036, 0.4705811136150796), (0.9913349187457487, 0.547789138901111), (0.9633666801946025, 0.8078189465438375), (0.7467661399546864, 0.13060286322624226), (0.937031629087811, 0.9153307177810116)]","[1.1977898359546089, -240.49373603708227, 627.3670052616217, -580.0726576589805, 219.43601190847403, -27.003610901555476]",2.5,370008771686603039331122,0x4e5a373872797a765332,"[1.1977898359546089, -240.49373603708227, 627.3670052616217, -580.0726576589805, 219.43601190847403, -3.7000877168660307e+23]",-3.737392731349979,"[4, -4]","[-4, -3]",-4,"(0.2646511707841115, 0.8927580024858076)","(0.8125625167626036, 0.4705811136150796)"
rFk0BfVdBD,3,"[(0.8902765652607709, 0.974262578244792), (0.34194661062080534, 0.47101304591645277), (0.5679408458341748, 0.28124211577001024), (0.9078999019031233, 0.9357952433878372)]","[-32.15335964396445, 63.33371649666674, -38.091016022507404, 7.37624111161054]",1.5,539648774878667466883652,0x72466b30426656644244,"[-32.15335964396445, 63.33371649666674, -38.091016022507404, -5.396487748786675e+23]",3.7892803365865313,"[-4, 4]","[3, 4]",4,"(0.8902765652607709, 0.974262578244792)","(0.34194661062080534, 0.47101304591645277)"
54toNwbiQ3,3,"[(0.049165621443335805, 0.3183359449323091), (0.4645328803911455, 0.6573628009225355), (0.2383317885560674, 0.6931128564734372), (0.6575154103512403, 0.2148177482314677)]","[0.09318773553489024, -5.22034203423648, 3.475429117307087, 0.16007215288494703]",1.5,251253044294829566677299,0x3534746f4e7762695133,"[0.09318773553489024, -5.22034203423648, 3.475429117307087, -2.5125304429482956e+23]",0.2948111177334046,"[0, 0]","[0, 1]",0,"(0.049165621443335805, 0.3183359449323091)","(0.4645328803911455, 0.6573628009225355)"
FEVwmnNXZs,7,"[(0.16778344579792448, 0.1678855343339848), (0.5079723256780173, 0.7791172670016602), (0.3920914653459924, 0.7254476312345042), (0.6299226281773661, 0.7765266933494771), (0.8717142846233831, 0.06726324835569664), (0.5575311569836054, 0.8183356579725015), (0.1618141834366007, 0.6005794179560152), (0.821811473374374, 0.7572317184460605)]","[-18041.211666589228, 67869.31280674908, -106388.38744939963, 89790.30179688871, -43873.131196251656, 12327.63465935568, -1823.0855763386762, 107.78076510948411]",3.5,331844709710891142634099,0x464556776d6e4e585a73,"[-18041.211666589228, 67869.31280674908, -106388.38744939963, 89790.30179688871, -43873.131196251656, 12327.63465935568, -1823.0855763386762, -3.318447097108912e+23]",3.8082554731842806,"[-4, 4]","[3, 4]",4,"(0.16778344579792448, 0.1678855343339848)","(0.5079723256780173, 0.7791172670016602)"
xvF9I6JVHe,3,"[(0.29350503679641526, 0.018908832812524867), (0.15210596881343552, 0.6159434070910061), (0.19806084318958062, 0.5380890297088636), (0.9737348213774867, 0.0007838810344867886)]","[40.732597705753, -52.70708861487052, 12.99474401611627, -0.28453606860205155]",1.5,568865753901209004427365,0x7876463949364a564865,"[40.732597705753, -52.70708861487052, 12.99474401611627, -5.68865753901209e+23]",-0.4326050163608673,"[0, 0]","[-1, 0]",0,"(0.29350503679641526, 0.018908832812524867)","(0.15210596881343552, 0.6159434070910061)"
6l76Q25LoZ,11,"[(0.7603661251151378, 0.05551159010858653), (0.8050844666443653, 0.6942997426797023), (0.941250628473805, 0.0520998250520075), (0.5226651869288003, 0.4932297258560894), (0.5435195341400564, 0.4119307500918491), (0.07148930311126123, 0.7434501716980697), (0.002240750822839588, 0.2834618467036204), (0.6795322161964591, 0.9218451039908647), (0.41632705680048687, 0.6577649469942057), (0.20895261376268082, 0.5958309286733269), (0.6294022533100878, 0.33637722312540264), (0.9942914853440236, 0.9468029275518574)]","[15878681.411054006, -92988373.73168632, 238664348.43729508, -352415577.3858299, 330181224.652172, -203959164.1021042, 83473609.79879902, -22096948.39310258, 3557777.024709151, -305760.08155404404, 10214.5158234382, -21.108987662679247]",3.6666666666666665,257004016891518385942362,0x366c37365132354c6f5a,"[15878681.411054006, -92988373.73168632, 238664348.43729508, -352415577.3858299, 330181224.652172, -203959164.1021042, 83473609.79879902, -22096948.39310258, 3557777.024709151, -305760.08155404404, 10214.5158234382, -2.570040168915184e+23]",-2.2973035488345794,"[2, -2]","[-3, -2]",-2,"(0.7603661251151378, 0.05551159010858653)","(0.8050844666443653, 0.6942997426797023)"
1Nvza4zyMV,7,"[(0.6610878864397518, 0.47244746441830576), (0.7435254467267196, 0.035412801229866786), (0.023810040539364752, 0.2646105166777427), (0.9648317494901953, 0.40742836228647783), (0.7895918659672186, 0.15694455191557688), (0.8253772765938414, 0.45480614010623444), (0.1000500286836955, 0.16400703875151035), (0.26445102360889217, 0.5231947838490885)]","[-1425.9075496799592, 3899.919142161855, -3861.9791150191204, 1674.97079142479, -325.65194044837676, 40.32437135082162, -3.8302742851990743, 0.3368351707443783]",3.5,232843340941283615657302,0x314e767a61347a794d56,"[-1425.9075496799592, 3899.919142161855, -3861.9791150191204, 1674.97079142479, -325.65194044837676, 40.32437135082162, -3.8302742851990743, -2.328433409412836e+23]",0.7327847273116498,"[-1, 1]","[0, 1]",1,"(0.6610878864397518, 0.47244746441830576)","(0.7435254467267196, 0.035412801229866786)"
SjE7a6PG9S,9,"[(0.21811301716834552, 0.806544569049452), (0.6888546809737089, 0.5600240166930053), (0.9613972902791712, 0.6776843483248559), (0.3462193946133545, 0.7096664175189379), (0.05492915542904897, 0.29308072098653626), (0.9018296471318881, 0.21246004746303893), (0.9627137862747271, 0.17684811058086125), (0.9923356211741692, 0.5319333154975016), (0.7123267792574642, 0.7665979375085776), (0.6365079221605753, 0.6108818485980338)]","[23215315.099763006, -128080738.04881394, 303556066.5783253, -403130120.20452213, 327830068.2179692, -167296678.56806654, 52636033.00651594, -9569646.614232527, 865745.9342994634, -26034.57885825762]",4.5,393916760511992004294995,0x536a4537613650473953,"[23215315.099763006, -128080738.04881394, 303556066.5783253, -403130120.20452213, 327830068.2179692, -167296678.56806654, 52636033.00651594, -9569646.614232527, 865745.9342994634, -3.93916760511992e+23]",-9.57708753855258,"[10, -10]","[-10, -9]",-10,"(0.21811301716834552, 0.806544569049452)","(0.6888546809737089, 0.5600240166930053)"
qn8Hp4DbNG,13,"[(0.7905786054332632, 0.24956319381978298), (0.9357383710986112, 0.6301142760736279), (0.36253579258554436, 0.5219263110264672), (0.697352755153229, 0.921094098341697), (0.9099831292260039, 0.7004597283603684), (0.31922268394601805, 0.252189674393245), (0.9636891169196983, 0.3570662699892311), (0.9855789643174577, 0.43574471603310216), (0.061142075553598074, 0.07277643351309848), (0.0676207783065862, 0.45732810355422515), (0.16401669477619896, 0.46767061212625227), (0.2373032015268124, 0.04645674877943662), (0.14947975299428795, 0.5623391333423108), (0.16349021724128465, 0.2290116511690814)]","[-11512682105.37969, 76491791457.35468, -224970504396.972, 385903149140.19617, -428388383401.0882, 323057520130.95294, -169210560190.01996, 61938137451.79729, -15748881219.917496, 2731375760.147756, -312262914.3784394, 22155357.10229705, -869785.9084356803, 14261.830523941107]",4.333333333333333,535660610027212194860615,0x716e3848703444624e47,"[-11512682105.37969, 76491791457.35468, -224970504396.972, 385903149140.19617, -428388383401.0882, 323057520130.95294, -169210560190.01996, 61938137451.79729, -15748881219.917496, 2731375760.147756, -312262914.3784394, 22155357.10229705, -869785.9084356803, -5.356606100272122e+23]",9.091924734308057,"[-9, 9]","[9, 10]",9,"(0.7905786054332632, 0.24956319381978298)","(0.9357383710986112, 0.6301142760736279)"
ppwUruiha6,1,"[(0.14274171590977847, 0.9596864817687459), (0.7758733106880671, 0.4049219411505601)]","[-0.8762231188485459, 1.0847600732730052]",0.5,530979680322567872733494,0x70707755727569686136,"[-0.8762231188485459, -5.3097968032256785e+23]",1.1767044165672556,"[-1, 1]","[1, 2]",1,"(0.14274171590977847, 0.9596864817687459)","(0.7758733106880671, 0.4049219411505601)"
GTRjkEV72C,13,"[(0.8472878849924012, 0.31258799828014927), (0.737746987317821, 0.559101276586642), (0.6167488901501992, 0.9391732901274848), (0.5120870671657602, 0.794485801939421), (0.7301517106974559, 0.09994300239827614), (0.21386806783672985, 0.318506980574207), (0.5743193191363641, 0.6026965007755538), (0.4771016324392373, 0.382580359911851), (0.19659136347051598, 0.3115092611253657), (0.7400001051122485, 0.25298176430111674), (0.46005548233641036, 0.3110577810106533), (0.4182309625471299, 0.10934938816861739), (0.2699493989313845, 0.8111392282989022), (0.562524274269558, 0.7960449109740632)]","[121333597853.43735, -806777880663.1592, 2445180105924.005, -4470158372047.506, 5496295597149.197, -4796419995000.518, 3053972695016.2744, -1435289899345.6475, 497431731121.5095, -125431875105.35626, 22343675483.45659, -2659607256.6288586, 189392139.9715417, -6087366.945504934]",4.333333333333333,336843485462940597301827,0x4754526a6b4556373243,"[121333597853.43735, -806777880663.1592, 2445180105924.005, -4470158372047.506, 5496295597149.197, -4796419995000.518, 3053972695016.2744, -1435289899345.6475, 497431731121.5095, -125431875105.35626, 22343675483.45659, -2659607256.6288586, 189392139.9715417, -3.368434854629406e+23]",-36.78218909222204,"[37, -37]","[-37, -36]",-37,"(0.8472878849924012, 0.31258799828014927)","(0.737746987317821, 0.559101276586642)"
wHkqZ1txea,5,"[(0.6676626021555958, 0.38542848447158284), (0.15765907160866588, 0.12396441778674272), (0.30698743780345195, 0.47863497025137136), (0.4220236345753401, 0.22568557391224864), (0.35055115091323763, 0.4821425182973006), (0.11958258093897534, 0.838890498573066)]","[-2082.8145214800925, 4361.867614306585, -3440.6519090360935, 1262.0351164788124, -212.43451247555595, 13.237856531625837]",2.5,563297519103197748684129,0x77486b715a3174786561,"[-2082.8145214800925, 4361.867614306585, -3440.6519090360935, 1262.0351164788124, -212.43451247555595, -5.6329751910319774e+23]",2.810134248885088,"[-3, 3]","[2, 3]",3,"(0.6676626021555958, 0.38542848447158284)","(0.15765907160866588, 0.12396441778674272)"
